rhyme,kanjis
s25,酒手久有柳友口朽叟牖九偶丑否狗醜首走垢藪肘后斗阜守後帚咎厚臼藕畝缶韭負吼玖酉壽剖取舅苟紐母右莠塿糾誘受婦耦某蚪黝耇不陡擻笱瓿嘔綬蔀鈕杻扣罶紂牡瀏狃授掊卣叩揉蹂抖糗槱蟉綹莽滫嶁桕赳糺忸瞍糅扭毆部灸拇嗾篰黈眑枓羑垕醙掫趣簍蚴琇甊棷苃歐佑籔釦懰茩搝鈄禸岰婁茆溲漊妵涭麔鋀枸鯫鉚蚼殕睭岣艏鯞栯塸萯楺郈蛗蜏玽偩糔砪蝜踇缹櫢劶勏峊餢腢炄媀啂橾璹齱泑熮妞紤牳疛紑煣葤朻飳龓綇雬紏斢箁沑懮鮦莥蘣奺吋侴棸杽鯦犼楢羐喁犃聈嬼湡庮煪培厶珋吘鴀舏吜媨齨嘍藰倃湵婄垺㪷䳇㰶㽲䪮㝅㱙㺲㧕䈹㔽䚵䅹㺃䭭䂇䕆㕗䅎䳝㔚䱏㪗䴺㞳䎻㞫䈙㥅䒴㺵㷆㶭㪹㸸䶇㰴䳑䏔㫶䘀䞜䖞㥉䏂䬀㨐䏽㒖䱂㓡䬏㕛䛮䊆㼴䳎㝊𪍣𩖴𨋖𧥣𤛐𣢜𥣙𨺅𪕋𡜊𥈃𣸈𥈟𦡗欧殴寿
s26,錦品寢稔凛廩審枕飲稟甚諗沈飪蕈懍衽噤恁椹葚荏淰踸朕怎鋟檁磣墋腍嬸瘮凚魫伈趻覾栣鰧昑唫梫瞫橝銋棯菍訦嬐謲抌箖贂闇趛拰栚秹顲菻㾕䫈㶒䭙䄒㝲䭃㯢㾛䫖㤛㮳䪴䫬䚓㱃㔤㴨㐭㱈㰂䫴㶵䇮㜤㨆𡼒𤎭𣞵𥧲𩒯𩖆寝
s27,感覽膽慘敢萏坎糝攬頷撼壈菼毯欖窞黮紞髧憯黲匼歜黕嵌淡啖槧禫餤菡槮澹砍闇黭醓耽傪嗿醰贉轗罱顉惂鱤輡晻喊埳橄憺贛唵忐欿黵鏨澉揞昝歁腩啿黬竷霮醂朁湳顑莟鏒饏豃漤臽襑倓轁爦肣坅撍掩錎浨顲馾嘾醈揝馣莐罯參衴薝幓喒頜篢腤蜭燣暔澰揇寁惏澸瓭抌鰔䃭㯺㙳㛧㲜㨔䖔㽢䉞㰖㛦㧲䆦㣅㟛㜗䨢㸝䎨䊖䫩䭛㩜䫲䓿䤗䊉䭕䃫㺂㕪㞄䊤㜝䏙䊏䈒𦃖𩞀𨎺𥸡𪒾𠿑𧖺𥲄𦛜𤃷𣐺𤎥𥳸𧆐参惨胆覧
s28,險點染簟冉儉檢臉燄玷苒琰閃剡貶颭陝嶮漸芡崦諂儼慊掩斂睒嗛歉魘忝撿广黶檿隒埯磹覢渰罨舔晱扊顩弇厴奄槧瀲瞼黵噞譣獫驔肷鏩黬裺螹薟晻稴曮棪扂礆鍩彡馣夵孍媣讇珃嬐澰咁鍩礆硽溓嬚婖疺蒧呥悿鼸橝羷龑蘞㴸䠾䄼䣍䒣䀹㚧㱘䍄䇜㪎㯬㰈䄋䣸䤡䭠㤁䎦䌞䎃㓠㚩㭺㢂㐁䌪㶘䟋䤔䭑䲓㚒㶑㨛𡹮𥯃𡕢𧞣𣃳倹険検点
s29,減檻范黯範犯艦斬摻湛黤轞軓嶄淰豏錽甉巉歉鹼闇溓趻豃懢啿鹻釩喊凵撖旵醦闞鰔偡槏瀺黬払濫瘎壏魙㺑㺖㧄㺝䤘㺌㴴𧍙𥳒𢜩𦊔𦉞𪒠
q1,夢鳳送弄凍甕眾痛棟貢仲慟鞚諷中控哢動閧洞鬨峒粽哄衷霿羾礱恫空偬賵瞢凇贛湩齆蕻銃胴蝀涷咔衕嗊汞緵倊迵懜憁洚駧眮蚛詷菄戙惣霘腖崠焨烔齈堹姛謥煈愩梇妕翪趥懵愡筗癑茽揔硦霥棇倲絧蘣娻槰焪祌繷㔶㢅㚇㳥㑋䠢㞲㖆䛪㜴䍟䇨㝱㯯䔈㲴㸜㗢㑝㮸䠻㐺㼯㓊䏵㧤𨹁𢄐𣹟
q2,用共頌誦供從宋訟俸縫綜葑雍重種縱封憃奉瘲雺恐統壅躘緟徿偅揰捀謥縙昮錝諥龏緃苚澭贚湗碂褈灉䃔㙲䛦䝋㮔㴩㡝従縦
q3,巷降戇絳撞虹幢憧鬨淙洚肨艟憃漴袶炐䡴㦼䎫䣈䚎䢽㟟㕩𥈄
q4,事地意醉至淚字志寺異翠寐思睡寄吏義記致器利棄墜媚戲騎瑞二避悴愧位類試秘賜遂議次置臂轡備吹忌智驥治翅誼四膩侍値易鼻肆季邃笥閟稚瘁嗣祟自穗嗜僞魅熾幟祕駟泗饋粹庇示匱萃燧喟冀漬悸施躓恣帔屭芰遺隧貳懿為累謚伎誌刺鷙畀贄伺摯識詈惴輊莉緻痹遲覬賁胾厠肄視飼被恚穟豉譬蒔鞴使啻食懟劓勩知寘似芘帥餌諉贔洎出植裏莅簣積比縋觶糒已陂忮毖弑牸骴始彗胔惎膇澻屣俐縊織企曬痢蕢幾眙技睢襚瞶嚱痣璲繸跂孳倚司珥屁饎奰懫咡疐硾懥鉺觗翨萎德質痿眦掎詖泌誶欬暨巋睟僿髲佽墍笓廙剚柲柶甀禭儩瓃攰肂尯儗垍瑟刵蚑螠旞近鵋錘敡侐蘱槌蹕餧率澌庳唏毦饐哩咥蜼洱鐀諈懻杘檖倳樲庛髶鬾謘裡穊鷾蛓鞼坒痓騩樻猤峜皕呬瀡揓欭謉鯚螆貱檇衈蝞亄駤絘嘳嚊呮錗袣滍糦螅蔧攱訵坔忥稩螝貤栨鍦憙芖筫潪腄瀃徛戠邔嬑瞡翆鶅輢鄪賥沶妼珕婎覟佊邲聏眭術嬟贀檍扻梞埴袘牭醀楴鐾鑆胒囟藣秲茡夡蔇蕼帺搱吱鷧饖誃馶詒浰瓗祱硊枈唭佴怶酨鴲撌腃蟌孖韢跮潩燱肶卶畁羛娷誀痵濢其禷絥洷諅芓穖徝杫殔詄垝娡汥鞁嚜纗煝憄犕柴聭轛肞臎蚝騺枇貄怬洓恎襣哆茦粊嬘睸㩻䆳㘩㱁䞃㑶䎶䠔㞓㢰䜐䬥㦐㳏䀣䣵䔬㿫㛅㑥㢀㱴䐉㣇㯜㕄䩀䳐㱖㹑䪐㞖㨖㒾䰎䜻䏪㙺㻑㱲㑧䏯㸂㐸䀿㸢㵨㢻䇐㿷䔹䠦䜜㜇㤦㽷䦯䎵䆊㨁䅆㣁㢽㣈䛈㦉䩃䛋䄁䉅㰣䙡䚳䆈䄲䉜䠏㧘䉾㳵㥡䐀䰨㸍䕌䕗䝯䓽䢦㴛㻽㦤㽈㒸㴃䣦䰡䞈䗹䁛㓨䓌䘭䰯䋘㒃䗽䑄䲀䝸㥞䫁䯸䜵㴚䯣㥍䉌䭄㩼䡵䉋㮹䋟䥙䢋䨳㿙䦙㾽䕚䏤䨽𥴦𢴨𩪧𤡬𩰢𨬝𩥉𣨙𧠎𤹝𩏚𩍘𣣌𢈶𨿠𦥊𨚓𧙁𣖾𨽸偽戯粋酔穂遅徳弐秘涙
q5,氣貴味未畏慰沸費緯魏謂渭諱旣毅猬胃尉欷餼蔚衣罻芾髴彙狒卉愾汽漑暨墍誹熂屝翡蜚剕媦黖菋霨熨唏瞶痱菲煟黂芔瞶穊胇顡泋藙俷藯昲螱靅笰攈陫鯡緭刏奜霼犚旡盵喡荱蛂摡甶忥蔇濷鮇蘶炥禨餥鱀滊犔蕜䠊䤒䛍㭑㔗䪋㒫䬣䭳䮎䰁䲁㵒㩌䝘䵝㰟䙿㫓䆏䝿䊧㥜䊠䀈䉨䬑䨾䊊𧱲𥄱𩰾𣢆𥝈𢖫気既
q6,絮曙御馭助署據箸譽慮豫翥踞遽庶覷恕預洳飫去處澦鋸倨語如輿蕷茹濾與除著淤薯醵舁鋁鑢穥噓詛懅悆櫖鏣楚詎呿瘀鐻憷沮歟礜悇麆豦忬爈濖櫡藇棜躆鸒椐暏藷女勴澽耝嗻勮狙櫲謯怚饇儊坥壉嫬莇胠竌麮謶㰦㵂䎝䭖䥨䁦䂊䘄㵖㫢㾻䢩䱟䉀㣽㫂䛯㫹䬡𡫽𡱣拠処与予誉
q7,路暮住露賦霧步渡顧遇素故誤具度護注悟慕妒墓固鷺布句駐訴趣兔屨戍務傅懼蠹樹寓附付污晤鑄騖疏哺互屢赴庫怖祚褲忤寤負喩溯數冱裕孺措痼婦芋諭愫嫗濩捕怒輅錮瓠富惡迕莫雨娶鮒聚訃吐澍鶩婺仆醋嫭募賂塑頀颶璐呼炷亍胙鋪苦霔呴圃籲愬蛀柱嗉羽祔阼煦埠絝潞錯副咐簬斁賻酗戽擭鍍驅厝傃埧頋輸瞀酺枑捂祻菟酤茹餔謼馵屬足瞿跗疰蚹堌袝作胍穫雇胯絇覦抪蒟俉啎腧虂熃綔紸窹涸奼詛駙鮬捗鉒飳葄殶韄祩鵵棝崓蕗嵍婟裋芏侸尌誧鵏娪鱯鏴嫊豧怘孵榡怐鵅饇詂瘻龥姇魱媀稒鸌敄旿聥陚摢咮縸鯝縤秅姹捬鈷篧禺攎忂嬎秙蘁榑紨弖罜齼鴮秨盓胕迬凅喥捒墿荹軴慔秺埾緅陠隃奦趶姁邭䊺䑰䪒㬬㤔㾟䴁㸦䵕䒀䐍䍛㽽䝬㻉䞯㲓㓃㳍㜐䠼䣴䥄䦌䨁䨼䮛㯝䎷䇘䛾㺛䂤㨞䠵㹘䝵䟔䊇䟻㧽䔯㕖㚴䘱䀠㹥䈮㴑䣱䝾䜑䜴䓢䎸𩣷𥉁𦺉𧏺𧯛𠕦𤸵𩽩悪駆数属鋳歩
q8,世計際歲細霽勢麗桂袂逝第制帝系繼滯砌裔翳惠厲繫衛髻藝憩蔽蔕稅替唳荔製敝例脆鋭詣弊閉慧契婿誓蕙睨礪隸曳癘睇贅噬戾諦勵幣斃綴枻禊薊澨儷劑毳嘒薙汭係曀祭彘蚋離棣濟瘞蛻筮罽謎剃涕濞殪偈囈睿殢羿嚏弟遰枘堄遞盭蠣媲猘説嬖泄貰嚌泥懘傺締劌柢蓺揭蜧穧沴禘踶薜屉漈涖糲芮筀噦愒蹶切掣槥寱妻擠彗襼轊釱蘙揥秇甈逮鱖題眦埶帨穄涗軑螮蟪綟憏砅箅瞖竁墆鯷欐悷嫕睥瘈齊唑璿軎蜹珶棙鏏熭觢晢醫暳捩銴昋霓蜺娣盻裼紒鷩攦迾醊洟跇杕簭蝭慸蹛劙稧躗葪嵽枍濿淠鄨迣讆獙疐摖檵畷偙櫗腣瘱檕銐儶焍鐴齌跩瀱豷媂僀蟿殹蘮槸鮨彑彆橇渧彐罊楴怟蘻鷤摕袣奃鮤蛈裞栵詍疶挮浙狾妎幆鈌鈗懠丿魝櫅贎誽浰鑖韢橞痸赽栛骶炔濔鏸栺寭帠櫔祱忕鰶轚犡潎慀潓泲哾鱥暩睼忚玴捙抁曞遾靪炅臷達眱譓噎戻嫛鶗眭爄淣趆瞉栬榽猰挩璏瘛笍巁裚呭溎攭靾瓗餀悘蓕禲珕梊掜㵝䳏䱥䬅㝣㓷䲪䙆䄌㪒㜒䡟㨹㘑㩨䘙㓹䇽䦇㡂㸷䚕䄿㳪䢃䭁䏅䚉䁹䄟䆿㙪㑦䤞㡼㜆㖂䨆䅄㯔㾐㦣㡜䟤䶏䬽䵻䎈㬩㰥䶑䗟㿃㲅䂱䩢䫔䤱䇧䓲䔾䜞䠠㿛䋵㽝㡀䏿䐭䶩䀙㨅㥷䇩㪈䧥㻰䕍䰏㴉㸄䛖䤧䶍䎺䎮䟷㼖䨖㵩䲦㥣㹭㡫䟡䀸㓯㭡䇤䠘㑜䩚㗣㛳䓞㤡䶓㔺𦒎𦇧𤜂𩊒𤤺𣴪𧫚𣃍𥉻𡢖𢄢𨇙𥶙𢰂𠭥𢘽𤫝𥶽𥰰𤸪𤛶𡿋𥉆𢢞医恵掲継芸済歳剤斉税滞逓励戻隷
q9,外帶靄賴籟泰瀨艾害大鱠藹蔡蓋壒柰奈鄶太汰獪丐馤磕癩旝忲糲軑愒釱濭瞹藾糩堨噯戤嗐跢忕廗篕忦冭贎攋匃餀鴱摕溙昹刏艜棑胈簤婡舦瓂毻笩渿瘌㟋䮑㞭䡷㐲㲡䯤䱞䈆䨠䭝䔽㪡㘷䲚㲕㥭䓶㞧䠭㯂㧩㮏䊪𥄔𡕗𨞨外會旆最檜膾繪沛貝霈薈澮狽昧兌儈蕞翽蛻廥酹襘噦祋禬駾濊茷杮徻鋇梖浿癐璯鋷戻裞珼綐餯幆姵鐬鈗郥眛杸襊頪懀祱瀢犡翇娧絊劊嬒馷瞺昁稡䔴㝮㸽㙂㤄䟺䢈䠿㣛䬈䰽䵳㛝㸬𨘇会絵瀬帯頼
q10,界怪拜戒債快邁隘派敗賣介壞芥械瘵湃憊薤寨誡懈唄屆稗聵蠆嘬疥廨砦蒯玠犗噲解曬夬邂韛瀣噫价喟齘粺勱獪孬蚧齂欬柴佅躗繲魪衸阨咶唏駃呃嶰譺韰賹吤懀膪袃悈欯攦庍簣炌欳丯紒蕢楐棑欼琾祭汖慸囆狤祄噧帴浿骱睉烗眦訍餲斺鶛砈嘳忦嬇纗謑妎璯庎喝蘾㬠䪥䯰䜕㑘䅬䢙㝏䶐㠹䇒㧔䈛㠔㳗䛺䵘㾏㞒㦅㿍䖰㕟㒠䊽䝽䘍㭛䒔䦏䦤䴝㖑㳦䚸㶔㿄𢗊𧜅𧜁𣤌𥌚𣏟𡀽𨢦話挂畫卦絓褂鎩殺衩尬繣瘥罫榨睚嗄詿杷舙黊澅諣䛡䇈画壊届拝売
q11,愛態代慨礙黛菜再槪戴耐岱槩貸賽靆袋在睞嘅埭賚塞曖柿靉閡裁載襶逮簺縡漑玳薆鼐徠欬縩鎧愾咳怠劾曃瑁棌褦輆皧采酨摡嬡蝳燤螚墤埰蚮栽杚儗懝棑瀻婇璦佴洅柋鴱㤥䣬㾢㝵㕢䒫䚅䵧㻖㧉㙕㑷㕌𠎹𣉘𢟪輩內佩對碎背廢退晦珮隊吠穢塊妹肺配潰喙耒昧誨闠碓刈乂憒焙痗回纇淬倅沬磑憝酹悔瀣悖頮礌晬繢靧頮倍北瀩抺啐綷儽鐓邶韎濧薱圚儽孛攂眛敦朏昩誶褙茷捘脢癈憞篃繀胇啛蝐槶鮁殨鼣嶏苝犻顪砩饖橃靅柭銇錊嬇烠鞼嚜杮櫑鼥膭燊蓌螝櫠哱埣怢獩慖轛礧瀢刏詯頪琗簂睟祽跊眊姵䨴㾦㣻䃍䉪䕠䯟䋳䏗䨺㑍㘨㐻䵢㳃㫲㲼䠩䘹䀛䌆㻗䮹㔨䈐䊃䩈䜋䚨㠚䐴䃀䂕㬣䒹䉬䣂䛛䖊㥆𥳊𣨶𢂛𨯢概砕対内廃
q12,潤信鬢印進陣訊仞峻俊鎮燼晉駿順刃舜震認吝振瞬迅閏愼覲衅殉軔浚櫬襯疢胤殯徇贐藎擯饉藺畯躪憖趁汛僅燐磷餕牣陳舋韌訒親憖遴紉蕣雋墐殣酳菣引瑨晙儐賑堇搢盹娠袗呁瑱瑾殾楯圳診蜃齔睃驎螾縉轥焌靷鵔囟攈瞤侲嚫橉儭訰垽葰檼甐閵朄塡鬊枃抻菫琗扨焛稕螴璡懏洕麐眒疄鋠馸螼覕茚毥帪濥鏻夋諄湚軐敒揗獜侚岕賐寴挋汮瞵寯奞杒綧鈏歏迿屻阠埈鮣嫤璶溍廴橍猌瀙荵臸䭀䏰䗲㒞㠴䀔䴄㬜䀢䚏㧈䢯㢙㣀㷠㝻䒖㸾䛜㼱䪿䦞䉮㕙䚱䜭䚔䗯䞋䑞䫃㖁䛨㶦䏖㪦㠈㐰㥧㝦㶳𦬄𥳞𦺸𠬍𥇜𦚧𪕞𧥺𣱐晋慎
q13,問郡韻運分訓暈奮愠醖靳糞紊聞近份僨腪璺焮捃瀵鄆餫汶隱蘊絻坋煇拚忿堇抆攈垽韗懚緷秎渂鱝鶤檃員鱝檼珺賱妏泿挋鼤忶鵘鑂莬縥桾鐼歏縕馸斤脕枟臐魵㨷䩵㸪㟦㥼䝍㡈㱵㧆㒚㡥䲰䚋㿎㞬㴈𤸫隠
q14,健愿怨願万萬勸獻蔓建憲券楥曼販飯遠郾圈堰綣畈挽腱畹媛蟃番旔毽隁獌韏妴踺褑謜絭婏僆脕褍鄤閞鬗鬳楥傿贎卍鶨傆槾瓛褗虇臶汳椻牶奿瀗漹嫣㪻㰽㝃䄐䇟㬅䛄䏍䉊㸘㽹䧮㤪㤆㜛䝡㶗䡬𩕾𣀔𡙷𨻳𨠒𧾨𩋢𢑆𥁠恨論困寸嫩悶頓鈍遜褪坌噴溷巽艮慁遁噀鐏囤奔諢搵涽捘睔碖硍摌媆憞殙謴焝敦陯瀳焌忳炃睴溣茛涃埨銌袸詪扽拵俒捹顐渀㥃㯎㥵㫻㫔䅱㴫㶧㨰㧷䵪䭡䭓䬶䍎䤜䫀𥃩𣏔勧圏献万
q15,亂漢岸半畔看換嘆旦觀玩案爛漫喚粲翰幹貫段炭難幔汗爨絆燦竄冠熳腕贊泮煥灌散璨彈判閈榦斷按惋渙叛鸛鍛旰算奐懦瀚捍蒜逭伴漶悍晏館憚彖瀾沜骭罐瓘祼煅盥矸犴墁鑽謾浣毈鼾讕涆桉衎垾灘杆攛緞暵駻爟愞諺宴豻頖捥碫哻盰縵侃碳雚簳抏鴠笇釬靽偄螒攤胖巏熯疸酇垸椴餪痑腶鑹瓓悹獌牉饡鏆毌忨愌怑湠鮟澯姅矔殩洝狚忓肒婩釺嚾瑍兓拌觛鶨妲皔傼雗檊鑚湪妧睕皯喛褖峖咹穳鑭淉竱攼倝坢仠遃錧錌糷躖薒貚禶遦梡灒暺屽詊帴衦灡瑖溿馯鱹碝槾媻蠸厂襸鳱炍灓䡬䝺㬮䯛㛶㪱䮗㪋㱫㪵䏎㢨䠉䛃䥗㡢㵄㜺䏷㽩㯘䅁䀓㣓㻮䃹㬇㲦䗰䯎䕿㡺䯘䮧䎯䬤䝢㛑䍐䕕𩏇𩛻𣉙𤳉𠯘𦔔𤅩𤼐𣵼𢧀𩀼缶観賛断弾乱
q16,雁幻澗慣宦患辦諫盼綻慢間瓣鴳串豢莧贋丱訕篡晏汕薍襻扮閒虥覸嫚擐棧轘骭襇鏟綰虦謾扳柵縵疝僈涮剗藖羼鐧赸孿槵輚卝矔騴銏繯菚摱暥摜奻梘洝摜鳱覵梡澋贃麲妟鋬睔姲瞯粯蔄繝釆綄䴮䋎㵎䆠䍺䊲㕕䚲䗃䉯㬄䒛䙪䳛䙮䁙㝈㹖㻵䘺㷳𤅲𤜵間桟弁
q17,見面變遍殿燕倦戰賤院戀羨扇練彥片綫縣箭傳電荐薦硯甸便現霰眷饌囀掾茜膳奠絹顫鍊擅煉絢宴眩弁炫譴轉釧衒禪咽援濺嚥汴卷罥硏旋鈿唁繕淀忭碾暗倩抃善緣選眄先纏澱漩衍卞劵楝瑗餞遣麪靛牽眴拚煎狷佃瑱竁煽勌撰騙堰諺晛惓媛飯穿孌渲輤嬿綪昡剸昪袨縼悁鄄湔鬋桊甗俔繾淃睊涀帣塡晵騗餋鋻臶弮這揀輾僝圈蜆樿騸諓浰縓莚狿湅葥獧贙絭鄯嵃萰栫婩癜褑衏軐埢蔙蜔噮烇瓹孨閞玣禐瑓趼琔鶨勬哯湣迿汳姰繏抁梘婘僆曫牪夐珔偭襈裫鼰堜瀳棈汧嫸縳橏鰊梋纞刋糋灷琠烻覵溎涏檈槇驠矎瞑咞怰惗豣篟儙擶閵飬睼猭糆駨袸蒝媡肙硟帴謆楥汌姩摙灓頨繟牑廎諯匽竱婝橂榗怋鱄牮皘闐䄠䢭䉵䈠䖭㯠㪨䪈㭇㪇䝮䅈䪻㜃䀎䍻䡓㧦㞟䏒㳎䍗㴐㸤㳬㝸㺹䑶㴜䥖䢥䵖䠣䀏䬼䒪䂩䛉㢾䴏䛹㬫㼑䡀䬇䆄㪝㬗㢧䡪䄅䨘㭓𢿌𪃉𤩱𦌾𦛔𢂺𤬝𦱽𩎌𧭦𢴯𥻩𥶉𧯦𣬏縁巻研県圏彦戦禅転伝変槙恋錬
q18,笑照嘯妙調詔廟釣眺召耀峭嶠料叫竅要誚徼曜肖燒療弔釂俏藋蔦少跳邵獠鞘醮劭糶窔驃噭漂譙掉轎噍銚炤燎穾剽鷂爝哨蓧窱脁嘂溺繞票嘹悄尿裱僄約鷯僬搖瘭鐐俵偢覜嬥朓卲窵誂尥膫潐趭藠獟摽葽瘹髚艞伄帩僺嘺讑抭絩撨璙尞踃炓鸄晱熮嬈訆鋽嬓熎鷣篍嫽枛筄獥竨敿顤劁篎訋敫顅瞾蔈翏顟莜徱樢顠覞熽窲嫖鑃鐈䔄䊥䂃䔙㗛㢗䠷䎆㔅䆻㴥㬭䬰䉼㬓㞙㚁㞁䏇䃝㳮㧼㰾䐹䇌㿢䢧䨅㙩䞄㷖䧂䊮䆗𧇠𦡱𠿕𦌒𥌺𧢢𢶡𤊽𤾫𤑗𢵿𩮳𠧙𪖑𥁮焼揺
q19,貌孝豹鬧教效校罩淖窖稍炮棹趠砲覺鈔泡珓較疱樂橈膠敲礮坳酵巧恔儤哮獶笊袎踔箹爆窌靿娋刨斅拗艄挍餃婥睄潲撽岰嗃髱烄骲麭緢犦詏悎奅仯礉洨漖軪䶂䑲㹸䏴㹿㒵䡚䫉䶌㯡䍜㷹䔠䈇㘐𠟅覚楽効
q20,到報帽操竈傲噪奧盜誥號導蹈耗悼耄勞告隩躁暴道好奡冒靠嫪氉漕燾造犒膏芼抱掃翿驁倒幬瀑瑁墺眊纛糙禱慠曝鑿秏瘙郜懊燠搞謷慥鷔謟旄套縞埽澇癆澳媢鏊軂嶅髞鮳憦髝僗毷軇橯璹瓙蔜镺烄哠菿耮襙萺鄵祮覒祰鐭藃艒鯌嚗芺冃擙喿叝扷檤圫鯌翢鼜䤖㟼㜩㬥㧌㿞㪞㘪䊭㚪㺺䒵㞻㿋㲒㴘䌦㜜䋃䜒䎋㥿㲧㙱䚽䐧㚐㒻䪽𣔺𩼈𦺜奥号盗労
q21,過臥破座和个賀課餓唾箇些涴磨貨大做挫坐個邏奈佐惰作懦剉糯簸那播左銼莝馱蹉堁坷軻磋愞他刴媠癉譒騍逤盉蓌哆哪啊髁蚵摞毻藦耱袔蔢誃欏腂硰夎楇娑袏襎吤侳跢攠侉尮沎敤攍鐹俰纙涶痑桗挆䙃䃺䞆㘞㰤䇔䉓㿚䟶㖠㳀㞅㾧㵑㟇㘸𧟌
q22,夜化駕暇謝亞榭稼架罅嫁駡訝下華詫怕麝罷借跨射舍詐卸蔗赦迓柘藉乍價夏霸咤瀉稏炙壩帕汊婭砑靶姹吒嚇胯假斝嚇灞鷓差岔貰禡籍把蜡厦嗄弝榨嗎髂睱賈樺杷耙衩獁鵺奼諕蓌槬酠渣唬哆哧掗偌榪觟爸跁侘摦褯鬕厙傌杹騇閕揢哋膪嗻諣坬衙侂仛疜鱯犽愘芐懗謑搲渃誜笡宱夎狛躤灹俹砟椵踷疨觰閯涻襾訍矺叭嬅䏑䕢䄍䆉㕦㣾䟕䉣䤳㰳䂞㖡㾝䃎㓔䵭䣕䩗䒲䖳㴬䃻㙈㾺䆛䗪䠶䩾䧞䢝䀅𡧗𧧻𨻲𧬮𨢧𥝧𢺞亜仮価舎覇
q23,望壯相浪悵唱帳恙曠狀訪將漲嶂樣障尙舫釀亮上讓妄喪漾況餉暢瘴匠量葬貺藏謗王向忘傍放愴宕抗杖纊諒當颺醬創蕩誑幛旺閬行倡鬯桁壙盎仗亢長養兩仰頏揚絖嚮張伉悢擋韔炕脹臟吭碭妨賬儻償怏強防榜鄣廣淌閌踼旁瀁喨醠煬艕燙饟畼曏掠綁棓懹糨菪湯矌埌羕烺棒誆桄晾攩戧爌迋逿儾塝枊懬哴搒湸軦弶犺唴緉囥岲櫎焋嵣晑摾掚諹凔懭盳姠焻摥畺曂嫎蠰邟鐋趽摪姎賶蟓嗙砊鐋趤珦瀇焵瞕瓺俇蒗柍詇礑臦羻眖灀倞嵹徬圵逛欀邡萫潢恦蚢俍眻誏撗䩨㼽㤮䩫䅮䦒䵁䵮㾗䭐䍚㔀䞪㼜䬬䤑䕞䦳䊑䬺䀶䌙㢓㙣㺊㫛𣄴𪛋𤵼𡵙𥩿𧭅広尚将状譲醸壮蔵臓当様両
q24,病命鏡性詠凈盛聖政映令勁競正姓柄慶敬竟孟逬聘鄭泳橫硬更諍儆獍凊行迎評另夐幷靚榜幀偵輕倩證醟阱証請掙禜摒晟娉盟碰婧渹摬檠請詗邴鋥跰怲啈詺胻璥鑋曔絎詇鉼掅墭妌梷滰誩澃賏靗窉悙倞眐姃賆浧鈵貹狌絎矎瀴寎牚儬竧炩朾葝竀鴴鞕㡠䈣䀻䓝䨻䔔㽀䛭㘫䂻㶇㼞䡖㡧䰢䙬𩓞横軽証
q25,定興徑勝贈暝應磬磴稱乘聽甑罄賸佞蹬瑩凝凭飣亘孕瞑鄧媵鐙秤凳醒碇瀅亙靘綮證錠經瞪凌庭訂濘嶝釘廷隥瑩脛甯譍穪懵蹭懜墱鸋鑋倰踜靪掟膡揯碃鎣冥鋞鼮氶芿掕堋誔濎橙濪驓俓鱦殸霯覴堩烝碠傰臖桱掅褮榺僜邆痭睲蕂撜靐忊㵾䒅䒌㲌䥌㿦䠬㣷䲛䵴㹵㑞㚺䙢㞌䮴䱆䰝㮓㓈䱍䔭䮚𥥻𢶚𡹴𧄼𧑗𨆪応径経称証乗聴
q26,舊秀瘦袖候就晝漏奏岫繡透豆茂陋溜宙構鬥竇皺寇獸驟謬胄臭逅又究后鬬鬭堠祐逗甃酎幼救嗅彀後狩狖搆售覯咒廄耨宥壽凑鷲疚覆囿詬籒遘漱輳右霤縐富脰鏤僽侑授宿蔻畱媾走厚購雊懋貿咮餖冑首扣受柩銹戊簉仆守復够姆副繆瞀餾腠僦嗽叩袤廏綬吼鼬讀鷇冓收蹂糅柚佑灸廖琇繇釉嗾漚姤糗槱廇句鄮伏揉癅謏噣懤愗畜痘鱟楙佝蜼釦擩揍塯貁鍑楱譳窌狃睺油毭複猶輶雺飂輮僂瘻酘娒螑鍭鎦鷚浢筘豞鈾姷怞匓鏅怐栯迶瞉煣嗖粙櫾駎惾韝慦竎鮜骺疛凁斣嬦鞣撀暓鴢猚磂牰璓糔溴鏉輻韖峟殧郖敊嬬鮈嗕煹憱熰梎豧袧鯦遚嬼鬸鄇蜏椆窛蔟珛褔洉䀁㖟䙔㳶䳹䊘䩜㜌䍍䝭䪖䤅㗜䃓䋓㕻䛆㑳㖃䔰䟬㔷䟝䒄䆜䞧㦞㗕䀤㛒㺠䦣㲃㵵㡱䋴䅢㔿㼙㩆䬦㽬䔏㙧䞬㨌㝊㶯䬨㰯䐢䠫䄈䓮㙀䇺㔌䠐䪷䩽㝌㝤䜬䛵䛠㹨㠇㤱㝅䞥㢄㾭䌂𧱓𤬏𧧷𤸑𡞜𦳩𣓕𥲃𨶜𠣿𨡭旧寿収獣痩昼闘読
q27,禁蔭讖浸任祲沁鴆闖賃譖滲飲甚深臨枕窨寖紝吟罧喑噤揕紟衽鵀癊沈鋟妗妊僸酖吢邥齽笒瘎赺愖鈊鈂抋搇侺莐伈瞫扲搇夦䜟䶖㓄䥠䏕䧵䲴㱽㼉㵕䜗䑤㤈䈜䌝䫴㯲𦧈𢊖
